Country,Region,Place_Name,Station_Name,WMO,Latitude,Longitude,Elevation,station_id,observation_time,air_temp,air_temp_unit,dew_point,dew_point_unit,min_temp,min_temp_unit,max_temp,max_temp_unit,temp_change,temp_change_unit,wind_indicator,wind_indicator_unit,wind_speed,wind_speed_unit,wind_direction,wind_direction_unit,pressure_sea_level,pressure_sea_level_unit,pressure_station_level,pressure_station_level_unit,pressure_change,pressure_change_unit,tendency,geopotential,geopotential_unit,height,height_unit,precipitation_indicator,precipitation3H,precipitation6H,precipitation9H,precipitation12H,precipitation15H,precipitation18H,precipitation24H,precipitation_unit,min_lowest_cloud_base,max_lowest_cloud_base,lowest_cloud_base_unit,visibility,visibility_unit,cloud_cover,cloud_cover_unit,cloud_type,cloud_amount,cloud_amount_unit,weather_phenomena,present_weather,TBO,TBO_unit,past_weather,low_cloud_direction,mid_cloud_direction,high_cloud_direction
Bangladesh,RAJ,Bogra|Chak Brindāban,Bogra,41883.0,24.85,89.36666666666666,18.0,41883,07184,30.8,Cel,29.0,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.5,hPa,1002.5,hPa,0.9,hPa,,,,,,3.0,,,,,,,0.0,,,,,3000.0,m,7,okta,low,5.0,okta,2.0,,,,,,,
Bulgaria,26,Kurdjali|Nevestino,Kardzali,15730.0,41.65,25.383333333333333,330.0,15730,07184,24.2,Cel,11.6,Cel,18.6,Cel,28.7,Cel,,,4.0,KT,5.0,KT,360.0,deg,1016.4,hPa,978.9,hPa,,,3.0,,,,,1.0,,,,0.0,,,,mm,,,,20000.0,m,5,okta,low,3.0,okta,2.0,,,,,,,
Bulgaria,2,Burgas|Kvartal Kraymorie,Burgas AP,15655.0,42.5,27.48333333333333,27.0,15655,07184,23.4,Cel,17.4,Cel,22.0,Cel,27.3,Cel,,,4.0,KT,10.0,KT,360.0,deg,1017.5,hPa,1014.4,hPa,,,2.0,,,,,1.0,,,,0.0,,,,mm,,,,18000.0,m,7,okta,low,3.0,okta,1.0,2.0,6.0,h,9.0,,,
Bulgaria,02,Sliven|Sotirya,Sliven,15640.0,42.66666666666666,26.33333333333333,257.0,15640,07184,22.7,Cel,19.1,Cel,22.1,Cel,28.9,Cel,,,4.0,KT,4.0,KT,90.0,deg,1018.3,hPa,988.6,hPa,,,3.0,,,,,1.0,,,,0.0,,,,mm,,,,24000.0,m,2,okta,low,2.0,okta,2.0,,,,,,,
Bulgaria,3,Varna|Sv. Konstantin i Elena,Varna MET OBS,15552.0,43.2,27.95,40.0,15552,07184,21.8,Cel,15.8,Cel,21.8,Cel,27.7,Cel,,,4.0,KT,2.0,KT,360.0,deg,1018.0,hPa,1013.3,hPa,,,2.0,,,,,1.0,,,,0.0,,,,mm,,,,20000.0,m,3,okta,low,3.0,okta,2.0,,,,,,,
Bulgaria,17,Razgrad|Lipnik,Razgrad,15549.0,43.56666666666667,26.5,346.0,15549,07184,21.0,Cel,12.6,Cel,18.0,Cel,26.6,Cel,,,4.0,KT,2.0,KT,70.0,deg,1018.2,hPa,978.5,hPa,,,3.0,,,,,1.0,,,,0.0,,,,mm,,,,20000.0,m,2,okta,low,2.0,okta,2.0,,,,,,,
Greece,LI,Alexandroupolis|Apalós,Alexandroupolis / MIL,16627.0,40.85722222222222,25.946944444444444,3.52,16627,07184,27.0,Cel,16.0,Cel,,,31.6,Cel,,,4.0,KT,11.0,KT,60.0,deg,1015.5,hPa,1015.0,hPa,,,2.0,,,,,1.0,,,,0.0,,,,mm,,,,15000.0,m,4,okta,low,2.0,okta,2.0,,,,,,,
Greece,LI,Limnos Island|Karpásion,Limnos Island AP,16650.0,39.922222222222224,25.232777777777777,4.81,16650,07184,26.2,Cel,19.4,Cel,,,28.8,Cel,,,4.0,KT,3.0,KT,,,1014.6,hPa,1013.8,hPa,,,3.0,,,,,1.0,,,,0.0,,,,mm,,,,10000.0,m,6,okta,middle,1.0,okta,2.0,,,,,,,
Greece,LI,Mitilini|Pligónion,Mitilini,16667.0,39.05388888888889,26.60361111111111,4.22,16667,07184,27.0,Cel,21.0,Cel,,,33.6,Cel,,,4.0,KT,6.0,KT,330.0,deg,1013.1,hPa,1012.0,hPa,,,1.0,,,,,1.0,,,,0.0,,,,mm,,,,10000.0,m,0,okta,,,,2.0,,,,,,,
Greece,LI,Samos Airport|Chóra,Samos Airport,16723.0,37.69083333333333,26.91611111111111,5.79,16723,07184,29.0,Cel,14.2,Cel,,,34.2,Cel,,,4.0,KT,11.0,KT,340.0,deg,1011.3,hPa,1009.9,hPa,,,3.0,,,,,1.0,,,,0.0,,,,mm,,,,10000.0,m,0,okta,,,,2.0,,,,,,,
Greece,LI,Naxos Island,Naxos Island,16732.0,37.10138888888889,25.372777777777777,10.75,16732,07184,26.5,Cel,20.6,Cel,,,29.6,Cel,,,4.0,KT,8.0,KT,10.0,deg,1013.8,hPa,1012.8,hPa,,,2.0,,,,,3.0,,,,,,,,,,,,,,0,,,,,6.0,,,,,,,
Greece,M,Iraklion|Heraklion Airport Terminal,Nikos Kazantzakis AP,16754.0,35.335277777777776,25.181944444444444,35.05,16754,07184,27.2,Cel,23.4,Cel,,,31.0,Cel,,,4.0,KT,5.0,KT,310.0,deg,1013.6,hPa,1009.1,hPa,,,2.0,,,,,1.0,,,,0.0,,,,mm,,,,10000.0,m,0,okta,,,,2.0,,,,,,,
Greece,LI,Rhodes|Rodos|Diagoras|Paradeísion,Paradissi,16749.0,36.4025,28.08888888888889,6.45,16749,07184,29.2,Cel,20.2,Cel,,,33.8,Cel,,,4.0,KT,12.0,KT,240.0,deg,1009.3,hPa,1007.9,hPa,,,2.0,,,,,1.0,,,,0.0,,,,mm,,,,10000.0,m,0,okta,,,,2.0,,,,,,,
India,MP,Bhopal,Bhopal / Raja Bhoj AP|Bairagarh AP,42667.0,23.28333333333333,77.35,522.0,42667,07184,25.4,Cel,24.3,Cel,,,,,,,4.0,KT,5.0,KT,200.0,deg,1005.8,hPa,948.1,hPa,0.8,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,5,okta,low,2.0,okta,1.0,5.0,6.0,h,2.0,,,
India,RJ,Jaipur|Sāngāner,Jaipur Intl AP|Sanganer,42348.0,26.816666666666663,75.8,383.0,42348,07184,25.0,Cel,23.8,Cel,,,,,,,4.0,KT,6.0,KT,90.0,deg,1005.3,hPa,,,0.8,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,7,okta,low,6.0,okta,1.0,10.0,6.0,h,6.0,,,
India,MP,Maharajpur|Kheriya Padam,Maharajpur AFS | Gwalior,42361.0,26.23333333333333,78.25,205.0,42361,07184,27.6,Cel,26.2,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.2,hPa,,,0.2,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,3,okta,middle,3.0,okta,1.0,5.0,6.0,h,1.0,,,
India,UP,Lucknow|Bijnaur,Lucknow / Chaudhary Charan Singh AP|Amausi,42369.0,26.75,80.88333333333334,122.0,42369,07184,28.0,Cel,26.6,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.2,hPa,,,-0.7,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,6,okta,low,4.0,okta,1.0,10.0,6.0,h,2.0,,,
India,UP,Gorakhpur,Gorakhpur AFS,42379.0,26.75,83.36666666666666,78.3,42379,07184,29.6,Cel,27.7,Cel,,,,,,,4.0,KT,1.0,KT,90.0,deg,1004.0,hPa,,,0.2,hPa,,,,,,3.0,,,,,,,,,,,,2000.0,m,3,okta,low,3.0,okta,1.0,10.0,6.0,h,0.0,,,
India,AS,Gauhati|Guwahati|Palāsbāri,Gauhati / Lokpriya Gopinath Bordoloi Intl AP|Mountain Shadow AFB | Guwahati AFS | Gauhati AFS,42410.0,26.1,91.58333333333331,54.0,42410,07184,27.8,Cel,24.9,Cel,,,,,,,4.0,KT,0.0,KT,,,1005.2,hPa,,,0.8,hPa,,,,,,3.0,,,,,,,,,,,,2000.0,m,6,okta,low,3.0,okta,1.0,10.0,6.0,h,9.0,,,
India,AS,Tezpur,Tezpur,42415.0,26.616666666666667,92.78333333333332,79.0,42415,07184,29.8,Cel,27.0,Cel,,,,,,,4.0,KT,0.0,KT,,,1005.3,hPa,,,0.8,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,3,okta,low,3.0,okta,2.0,,,,,,,
India,RJ,Kota,Kota AD,42452.0,25.15,75.85,273.0,42452,07184,25.8,Cel,25.5,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.2,hPa,,,0.5,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,8,okta,low,4.0,okta,1.0,95.0,6.0,h,9.0,,,
India,BR,Patna|Bankipur,Patna / Jai Prakash Narayan Intl AP,42492.0,25.6,85.16666666666667,51.0,42492,07184,30.4,Cel,27.7,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.3,hPa,,,-0.1,hPa,,,,,,3.0,,,,,,,,,,,,2000.0,m,4,okta,low,2.0,okta,1.0,10.0,6.0,h,1.0,,,
India,MP,Guna,Guna,42559.0,24.65,77.31666666666666,480.0,42559,07184,25.6,Cel,24.1,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.1,hPa,,,1.1,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,6,okta,low,3.0,okta,2.0,,,,,,,
India,MP,Satna,Satna,42571.0,24.566666666666663,80.83333333333333,317.0,42571,07184,28.4,Cel,26.4,Cel,,,,,,,4.0,KT,0.0,KT,,,1003.6,hPa,,,-0.3,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,5,okta,middle,5.0,okta,2.0,,,,,,,
India,MN,Imphal|Tulihal,Tulihal,42623.0,24.766666666666666,93.9,781.0,42623,07184,25.0,Cel,23.6,Cel,,,,,,,4.0,KT,0.0,KT,,,1005.8,hPa,921.0,hPa,0.4,hPa,,,,,,3.0,,,,,,,,,,,,2000.0,m,3,okta,low,2.0,okta,1.0,13.0,6.0,h,0.0,,,
India,GJ,Rajkot,Rajkot,42737.0,22.3,70.78333333333333,134.0,42737,07184,27.4,Cel,25.4,Cel,,,,,,,4.0,KT,6.0,KT,270.0,deg,1007.2,hPa,,,0.6,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,4,okta,low,4.0,okta,2.0,,,,,,,
India,TR,Agartala|Nārāyanpur,Agartala AFS,42724.0,23.883333333333333,91.25,16.0,42724,07184,30.0,Cel,27.8,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.6,hPa,,,1.0,hPa,,,,,,3.0,,,,,,,,,,,,2000.0,m,5,okta,low,3.0,okta,1.0,13.0,6.0,h,2.0,,,
India,BR,Ranchi|Hatiā,Birsa Munda AP,42701.0,23.316666666666663,85.31666666666666,646.0,42701,07184,26.4,Cel,25.0,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.7,hPa,933.6,hPa,0.8,hPa,,,,,,3.0,,,,,,,,,,,,2000.0,m,6,okta,low,3.0,okta,1.0,10.0,6.0,h,2.0,,,
India,MP,Jabalpur,Jabalpur,42675.0,23.2,79.95,397.0,42675,07184,27.0,Cel,23.2,Cel,,,,,,,4.0,KT,3.0,KT,90.0,deg,1004.7,hPa,,,0.3,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,6,okta,low,4.0,okta,1.0,13.0,6.0,h,2.0,,,
India,GJ,Ahmedabad|Hansol,Ahmedabad,42647.0,23.066666666666663,72.63333333333334,55.0,42647,07184,28.6,Cel,25.5,Cel,,,,,,,4.0,KT,4.0,KT,230.0,deg,1006.3,hPa,,,0.2,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,8,okta,low,3.0,okta,1.0,5.0,6.0,h,2.0,,,
India,GJ,Rudramata|Kukma,Bhuj AFS,42634.0,23.25,69.8,78.0,42634,07184,27.0,Cel,24.7,Cel,,,,,,,4.0,KT,0.0,KT,,,1007.0,hPa,,,,,,,,,,3.0,,,,,,,,,,,,4000.0,m,0,okta,,,,2.0,,,,,,,
India,KA,Belgaum|Sāmbre,Sambra,43198.0,15.85,74.61666666666666,747.0,43198,07184,,,,,,,,,,,4.0,KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
India,WB,Baghdogra|Bagdogra|Bāghdogra,Baghdogra AFS,42398.0,26.633333333333333,88.31666666666666,126.0,42398,07184,,,,,,,,,,,4.0,KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
India,AP,Vishakhapatnam|Malakāpuram,Dolphins Nose Obs,43150.0,17.683333333333334,83.3,45.0,43150,07184,27.2,Cel,26.6,Cel,,,,,,,4.0,KT,2.0,KT,320.0,deg,1003.2,hPa,997.2,hPa,-0.1,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,8,okta,low,4.0,okta,1.0,95.0,6.0,h,6.0,,,
India,AP,Hyderabad|Secunderabad,Hyderabad / Begumpet AP | Begumpet AFS,43128.0,17.45,78.46666666666667,530.0,43128,07184,25.2,Cel,22.6,Cel,,,,,,,4.0,KT,3.0,KT,320.0,deg,1006.8,hPa,947.0,hPa,0.3,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,7,okta,low,5.0,okta,1.0,50.0,6.0,h,5.0,,,
India,MM,Sholapur|Solapur,Sholapur,43117.0,17.666666666666668,75.9,479.0,43117,07184,25.0,Cel,23.6,Cel,,,,,,,4.0,KT,0.0,KT,,,1008.7,hPa,,,0.8,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,7,okta,low,5.0,okta,1.0,21.0,6.0,h,6.0,,,
India,MM,Ratnagiri|Math,Ratnagiri,43110.0,16.983333333333334,73.33333333333333,90.5,43110,07184,26.6,Cel,24.9,Cel,,,,,,,4.0,KT,1.0,KT,230.0,deg,1010.1,hPa,,,0.3,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,8,okta,low,6.0,okta,1.0,2.0,6.0,h,6.0,,,
India,AP,Ramagundam|Rāmgundam,Ramagundam,43086.0,18.766666666666666,79.43333333333334,156.0,43086,07184,27.0,Cel,24.4,Cel,,,,,,,4.0,KT,0.0,KT,,,1005.0,hPa,987.5,hPa,0.1,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,8,okta,low,5.0,okta,1.0,2.0,6.0,h,6.0,,,
India,MM,Poona|Shivaji Nagar,Poona,43063.0,18.53333333333333,73.85,555.0,43063,07184,23.6,Cel,21.8,Cel,,,,,,,4.0,KT,1.0,KT,270.0,deg,1009.4,hPa,947.3,hPa,0.4,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,5,okta,low,3.0,okta,1.0,2.0,6.0,h,6.0,,,
India,MP,Jagdalpur,Jagdalpur,43041.0,19.08333333333333,82.03333333333333,554.0,43041,07184,24.8,Cel,23.9,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.8,hPa,943.6,hPa,-0.4,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,8,okta,low,4.0,okta,1.0,5.0,6.0,h,2.0,,,
India,MH,Aurangabad Chikalthana Aerodrome,Aurangabad Chikalthana Aerodrome,43014.0,19.85,73.4,585.0,43014,07184,23.2,Cel,22.6,Cel,,,,,,,4.0,KT,3.0,KT,250.0,deg,1007.9,hPa,943.7,hPa,0.9,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,7,okta,low,3.0,okta,1.0,5.0,6.0,h,4.0,,,
India,MM,Mumbai|Bombay|Jogeshwari,Mumbai / Chhatrapati Shivaji International AP|Sahar Intl AP|Santacruz AP,43003.0,19.116666666666667,72.85,14.2,43003,07184,28.4,Cel,25.3,Cel,,,,,,,4.0,KT,0.0,KT,,,1008.4,hPa,,,0.2,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,5,okta,low,5.0,okta,1.0,5.0,6.0,h,2.0,,,
India,OR,Bhubaneswar|Bhubaneshwar,Bhubaneswar AP,42971.0,20.25,85.83333333333333,45.0,42971,07184,28.4,Cel,27.3,Cel,,,,,,,4.0,KT,2.0,KT,360.0,deg,1003.0,hPa,,,-1.0,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,7,okta,low,5.0,okta,1.0,10.0,6.0,h,6.0,,,
India,OR,Balasore,Balasore,42895.0,21.516666666666666,86.93333333333334,18.8,42895,07184,29.2,Cel,27.3,Cel,,,,,,,4.0,KT,2.0,KT,50.0,deg,1003.4,hPa,,,-0.2,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,5,okta,low,3.0,okta,2.0,,,,,,,
India,OR,Jharsuguda|Kenādhipa,Jharsuguda,42886.0,21.916666666666668,84.08333333333333,228.0,42886,07184,27.0,Cel,24.7,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.7,hPa,,,0.5,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,8,okta,low,6.0,okta,1.0,5.0,6.0,h,9.0,,,
India,MP,Pbo Raipur,Pbo Raipur,42874.0,21.23333333333333,81.65,296.0,42874,07184,27.6,Cel,26.5,Cel,,,,,,,4.0,KT,0.0,KT,,,1003.2,hPa,,,-0.9,hPa,,,,,,2.0,,,,,,,,,,,,1000.0,m,8,okta,low,3.0,okta,1.0,10.0,6.0,h,6.0,,,
India,MM,Nagpur|Dhantoli,Nagpur / Dr Baba Saheb Ambedkar Intl AP|Nagpur AFS|Sonegaon AFB,42867.0,21.1,79.05,310.0,42867,07184,26.0,Cel,25.1,Cel,,,,,,,4.0,KT,2.0,KT,270.0,deg,1004.6,hPa,,,-0.2,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,8,okta,low,3.0,okta,1.0,10.0,6.0,h,5.0,,,
India,GJ,Surat|Salabatpura,Surat,42840.0,21.2,72.83333333333333,10.0,42840,07184,28.0,Cel,26.0,Cel,,,,,,,4.0,KT,2.0,KT,230.0,deg,1007.5,hPa,,,0.8,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,5,okta,low,4.0,okta,2.0,,,,,,,
India,WB,Kolkata|Calcutta|Gauripur,Kolkata / Netaji Subhash Chandra Bose International AP | Dum Dum AFS | Dum Dum AP,42809.0,22.65,88.45,6.0,42809,07184,28.6,Cel,27.6,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.0,hPa,,,0.1,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,4,okta,low,3.0,okta,1.0,5.0,6.0,h,2.0,,,
India,BR,Jamshedpur|Sonari Town,Jamshedpur / AFLD,42798.0,22.816666666666663,86.18333333333334,142.0,42798,07184,28.6,Cel,24.9,Cel,,,,,,,4.0,KT,4.0,KT,110.0,deg,1003.7,hPa,,,0.4,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,5,okta,low,3.0,okta,1.0,10.0,6.0,h,2.0,,,
India,AP,Machilipatnam|Karameda,Machilipatnam,43185.0,16.2,81.15,3.05,43185,07184,27.0,Cel,25.5,Cel,,,,,,,4.0,KT,3.0,KT,290.0,deg,1004.3,hPa,1004.0,hPa,0.7,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,8,okta,low,3.0,okta,1.0,20.0,6.0,h,5.0,,,
India,RJ,Jodhpur,Jodhpur AFS,42339.0,26.3,73.01666666666667,217.0,42339,07184,26.2,Cel,25.3,Cel,,,,,,,4.0,KT,0.0,KT,,,1004.8,hPa,,,0.8,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,7,okta,low,2.0,okta,1.0,5.0,6.0,h,2.0,,,
India,AP,Kakinada|Ramanayyapeta,Kakinada,43189.0,16.95,82.23333333333333,7.92,43189,07184,26.8,Cel,25.3,Cel,,,,,,,4.0,KT,0.0,KT,,,1003.9,hPa,1003.0,hPa,0.1,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,8,okta,low,4.0,okta,1.0,50.0,6.0,h,5.0,,,
India,KA,Gadag,Gadag,43201.0,15.416666666666666,75.63333333333334,670.0,43201,07184,23.4,Cel,21.6,Cel,,,,,,,4.0,KT,2.0,KT,230.0,deg,1007.3,hPa,935.2,hPa,0.4,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,6,okta,low,4.0,okta,1.0,2.0,6.0,h,5.0,,,
India,AS,Dibrugarh|Mohanbāri,Dibrugarh AP|Mohanbari AFS,42314.0,27.48333333333333,95.01666666666668,110.0,42314,07184,,,,,,,,,,,4.0,KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
India,GJ,Veraval|Verāval,Veraval,42909.0,20.9,70.36666666666666,6.0,42909,07184,,,,,,,,,,,4.0,KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
India,GJ,Baroda|Vadodara,Baroda,42747.0,22.3,73.25,33.0,42747,07184,,,,,,,,,,,4.0,KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
India,KL,Trivandrum|Vazhuthacaud,Trivandrum,43371.0,8.483333333333333,76.95,59.9,43371,07184,26.8,Cel,24.2,Cel,,,,,,,4.0,KT,0.0,KT,,,1011.1,hPa,1004.8,hPa,1.5,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,4,okta,low,1.0,okta,2.0,,,,,,,
India,,Minicoy,Minicoy,43369.0,8.3,73.15,1.8,43369,07184,27.8,Cel,25.8,Cel,,,,,,,4.0,KT,2.0,KT,320.0,deg,1012.3,hPa,,,1.1,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,2,okta,low,2.0,okta,2.0,,,,,,,
India,KL,Cochin|Kochi,Cochin (Navy)|Ins Garuda,43353.0,9.9475,76.2730556,1.0,43353,07184,26.6,Cel,25.4,Cel,,,,,,,4.0,KT,0.0,KT,,,1011.8,hPa,,,1.4,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,6,okta,low,2.0,okta,1.0,10.0,6.0,h,2.0,,,
India,TN,Tiruchchirapalli|Tiruchchirappalli|Golden Rock,Tiruchchirapalli,43344.0,10.766666666666667,78.71666666666667,88.0,43344,07184,30.2,Cel,21.9,Cel,,,,,,,4.0,KT,9.0,KT,270.0,deg,1008.6,hPa,998.8,hPa,0.6,hPa,,,,,,3.0,,,,,,,,,,,,4000.0,m,5,okta,low,2.0,okta,1.0,5.0,6.0,h,2.0,,,
India,AN,Port Blair,Port Blair MET OBS,43333.0,11.666666666666666,92.71666666666668,79.0,43333,07184,28.0,Cel,25.2,Cel,,,,,,,4.0,KT,8.0,KT,230.0,deg,1008.2,hPa,,,1.7,hPa,,,,,,2.0,,,,,,,,,,,,2000.0,m,7,okta,low,6.0,okta,1.0,5.0,6.0,h,6.0,,,
India,PY,Cuddalore,Cuddalore,43329.0,11.766666666666667,79.76666666666667,11.9,43329,07184,27.8,Cel,27.0,Cel,,,,,,,4.0,KT,0.0,KT,,,1008.0,hPa,1006.7,hPa,1.3,hPa,,,,,,2.0,,,,,,,,,,,,4000.0,m,7,okta,low,3.0,okta,1.0,2.0,6.0,h,6.0,,,
